Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
RYI,Ryerson Holding Corporation,7.58,$283.83M,2014,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/ryi
RYN,Rayonier Inc.,30.25,$3.92B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ryn
RZA,"Reinsurance Group of America, Incorporated",26.33,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/rza
RZB,"Reinsurance Group of America, Incorporated",25.62,n/a,2016,Finance,Life Insurance,https://www.nasdaq.com/symbol/rzb
S,Sprint Corporation,5.84,$23.82B,2013,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/s
SA,"Seabridge Gold, Inc.",13.57,$830.07M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sa
SAB,Saratoga Investment Corp,25.8399,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/sab
SAF,Saratoga Investment Corp,24.975,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/saf
SAFE,"Safety, Income & Growth Inc.",18.3,$333.61M,2017,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/safe
SAH,"Sonic Automotive, Inc.",15.82,$676.31M,1997,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/sah
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,70.16,$4.14B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/saic
SAIL,"SailPoint Technologies Holdings, Inc.",30.31,$2.66B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sail
SALT,Scorpio Bulkers Inc.,4.37,$311.22M,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/salt
SAM,"Boston Beer Company, Inc. (The)",251.9,$2.93B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/sam
SAN,"Banco Santander, S.A.",4.7,$76.31B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/san
SAN^B,"Banco Santander, S.A.",20.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^b
SAP,SAP SE,105.27,$129.32B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sap
SAR,Saratoga Investment Corp,23.15,$174.56M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sar
SAVE,"Spirit Airlines, Inc.",60.9,$4.16B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save
SB,"Safe Bulkers, Inc",1.63,$165.55M,2008,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sb
SB^C,"Safe Bulkers, Inc",19.67,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sb^c
SB^D,"Safe Bulkers, Inc",19.35,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sb^d
SBBC,Scorpio Tankers Inc.,25.5,n/a,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sbbc
SBGL,Sibanye Gold Limited,3.66,$2.07B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sbgl
SBH,"Sally Beauty Holdings, Inc.",17.89,$2.16B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sbh
SBI,Western Asset Intermediate Muni Fund Inc,8.65,$121.81M,1992,n/a,n/a,https://www.nasdaq.com/symbol/sbi
SBNA,Scorpio Tankers Inc.,24.7,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sbna
SBOW,"SilverBow Resorces, Inc.",25.06,$293M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbow
SBR,Sabine Royalty Trust,42.97,$626.47M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbr
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,11.14,$7.61B,2002,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sbs
SC,Santander Consumer USA Holdings Inc.,19.38,$6.96B,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/sc
SCA,Stellus Capital Investment Corporation,25.29,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sca
SCCO,Southern Copper Corporation,34.3,$26.52B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/scco
SCD,LMP Capital and Income Fund Inc.,12.45,$223.89M,2004,n/a,n/a,https://www.nasdaq.com/symbol/scd
SCE^G,Southern California Edison Company,19.69,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,21.23,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,20.39,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,20.84,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^k
SCE^L,Southern California Edison Company,18.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^l
SCHW,The Charles Schwab Corporation,46.11,$62.27B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/schw
SCHW^C,The Charles Schwab Corporation,26.19,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/schw^c
SCHW^D,The Charles Schwab Corporation,26.07,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/schw^d
SCI,Service Corporation International,43.62,$7.89B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/sci
SCL,Stepan Company,87.11,$1.96B,n/a,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/scl
SCM,Stellus Capital Investment Corporation,14.56,$232.29M,2012,n/a,n/a,https://www.nasdaq.com/symbol/scm
SCS,Steelcase Inc.,16.82,$1.96B,1998,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/scs
SCX,L.S. Starrett Company (The),6.64,$45.76M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/scx
SD,"SandRidge Energy, Inc.",8.4,$299.83M,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sd
SDLP,Seadrill Partners LLC,1.05,$96.41M,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdlp
SDR,SandRidge Mississippian Trust II,1.05,$52.21M,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdr
SDRL,Seadrill Limited,8.55,$855M,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdrl
SDT,SandRidge Mississippian Trust I,1.1,$30.8M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdt
SE,Sea Limited,14.8,$4.96B,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/se
SEAS,"SeaWorld Entertainment, Inc.",26.35,$2.31B,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/seas
SEE,Sealed Air Corporation,40.57,$6.37B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/see
SEM,Select Medical Holdings Corporation,15.91,$2.15B,2009,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sem
SEMG,Semgroup Corporation,16.03,$1.27B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/semg
SERV,"ServiceMaster Global Holdings, Inc.",39.22,$5.32B,2014,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/serv
SF,Stifel Financial Corporation,51.74,$3.73B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sf
SF^A,Stifel Financial Corporation,25.14,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sf^a
SFB,Stifel Financial Corporation,22.25,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sfb
SFE,"Safeguard Scientifics, Inc.",9.89,$204.2M,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/sfe
SFL,Ship Finance International Limited,12.39,$1.48B,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sfl
SFS,Smart,6.6,$501.65M,2014,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/sfs
SFUN,Fang Holdings Limited,1.53,$683.64M,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/sfun
SGU,"Star Group, L.P.",9.57,$504.87M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sgu
SGZA,"Selective Insurance Group, Inc.",24.858,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sgza
SHAK,"Shake Shack, Inc.",50.85,$1.88B,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/shak
SHG,Shinhan Financial Group Co Ltd,38.84,$18.4B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/shg
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",48.58,$5.26B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/shi
SHLX,"Shell Midstream Partners, L.P.",19.49,$4.36B,2014,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/shlx
SHO,"Sunstone Hotel Investors, Inc.",14.37,$3.28B,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/sho
SHO^E,"Sunstone Hotel Investors, Inc.",26.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sho^e
SHO^F,"Sunstone Hotel Investors, Inc.",24.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sho^f
SHOP,Shopify Inc.,173.6,$17.01B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shop
SHW,Sherwin-Williams Company (The),421.05,$39.42B,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/shw
SID,National Steel Company,2.48,$3.42B,n/a,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/sid
SIG,Signet Jewelers Limited,24.67,$1.28B,n/a,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/sig
SITC,SITE Centers Corp.,13.18,$2.43B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sitc
SITC^A,SITE Centers Corp.,23.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^a
SITC^J,SITE Centers Corp.,24.31,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^j
SITC^K,SITE Centers Corp.,23.9812,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^k
SITE,"SiteOne Landscape Supply, Inc.",51.59,$2.11B,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,61.57,$5.2B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/six
SJI,"South Jersey Industries, Inc.",29.35,$2.71B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sji
SJIU,"South Jersey Industries, Inc.",48.69,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sjiu
SJM,J.M. Smucker Company (The),105.26,$11.97B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/sjm
SJR,Shaw Communications Inc.,20.5,$9.99B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/sjr
SJT,San Juan Basin Royalty Trust,4.5,$209.74M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sjt
SJW,SJW Group,58.86,$1.61B,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",25.41,$16.45B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/skm
SKT,"Tanger Factory Outlet Centers, Inc.",22.41,$2.1B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/skt
SKX,"Skechers U.S.A., Inc.",27.67,$4.37B,1999,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/skx
SKY,Skyline Champion Corporation,19.62,$1.11B,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/sky
SLB,Schlumberger N.V.,45.07,$62.33B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/slb
SLCA,"U.S. Silica Holdings, Inc.",14.05,$1.09B,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/slca
SLF,Sun Life Financial Inc.,36.1,$21.6B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/slf
SLG,SL Green Realty Corp,92.58,$7.75B,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corp,25.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slg^i
SLTB,Scorpio Bulkers Inc.,25.34,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sltb
SM,SM Energy Company,18.72,$2.1B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sm
SMAR,Smartsheet Inc.,34.5,$3.58B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smar
SMFG,Sumitomo Mitsui Financial Group Inc,7.25,$50.59B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/smfg
SMG,Scotts Miracle-Gro Company (The),77.31,$4.28B,1992,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/smg
SMHI,SEACOR Marine Holdings Inc.,13.11,$275.86M,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/smhi
SMI,Semiconductor  Manufacturing International Corporation,4.74,$4.78B,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/smi
SMLP,"Summit Midstream Partners, LP",13,$953.64M,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/smlp
SMM,Salient Midstream & MLP Fund,9.03,$160.03M,2012,n/a,n/a,https://www.nasdaq.com/symbol/smm
SMP,"Standard Motor Products, Inc.",49.7,$1.11B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/smp
SMTA,Spirit MTA REIT,8.1,$348.31M,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/smta
SN,Sanchez Energy Corporation,0.4519,$39.56M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sn
SNA,Snap-On Incorporated,165.59,$9.22B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sna
SNAP,Snap Inc.,8.59,$11.12B,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/snap
SNDR,"Schneider National, Inc.",22.23,$3.95B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/sndr
SNE,Sony Corp Ord,44.22,$56.11B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sne
SNN,"Smith & Nephew SNATS, Inc.",38.34,$16.79B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/snn
SNP,China Petroleum & Chemical Corporation,84.06,$101.77B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/snp
SNR,New Senior Investment Group Inc.,5.5,$451.82M,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snr
SNV,Synovus Financial Corp.,36.73,$6.07B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/snv
SNV^D,Synovus Financial Corp.,25.07,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/snv^d
SNX,Synnex Corporation,98.88,$5.07B,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/snx
SO,Southern Company (The),48.54,$49.94B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/so
SOGO,Sogou Inc.,6.14,$2.44B,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/sogo
SOI,"Solaris Oilfield Infrastructure, Inc.",14.81,$698.06M,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/soi
SOJA,Southern Company (The),25.88,n/a,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/soja
SOJB,Southern Company (The),24.4,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojb
SOJC,Southern Company (The),24,n/a,2017,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojc
SOL,Renesola Ltd.,1.77,$67.38M,2008,Technology,Semiconductors,https://www.nasdaq.com/symbol/sol
SON,Sonoco Products Company,58.56,$5.84B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/son
SOR,"Source Capital, Inc.",35.62,$306.72M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sor
SPA,Sparton Corporation,18.41,$181.06M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/spa
SPAQ,Spartan Energy Acquisition Corp,9.75,$538.2M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/spaq
SPAQ.U,Spartan Energy Acquisition Corp,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/spaq.u
SPAQ.WS,Spartan Energy Acquisition Corp,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spaq.ws
SPB           ,"Spectrum Brands Holdings, Inc.",57.49,$3.07B,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spb
SPE,Special Opportunities Fund Inc.,13.17,$111.96M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,24.9986,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spe^b
SPG,"Simon Property Group, Inc.",183.85,$56.87B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",70.4999,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spg^j
SPGI,S&P Global Inc.,192.95,$48.41B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/spgi
SPH,"Suburban Propane Partners, L.P.",22.63,$1.4B,1996,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sph
SPLP,Steel Partners Holdings LP,13.82,$355.32M,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/splp
SPLP^A,Steel Partners Holdings LP,21.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/splp^a
SPN,"Superior Energy Services, Inc.",4.41,$681.48M,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/spn
SPOT,Spotify Technology S.A.,135.45,$24.35B,2018,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/spot
SPR,"Spirit Aerosystems Holdings, Inc.",91.99,$9.75B,2006,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/spr
SPXC,SPX Corporation,31.08,$1.35B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spxc
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,15.15,$250.23M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spxx
SQ,"Square, Inc.",72.67,$30.05B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sq
SQM,Sociedad Quimica y Minera S.A.,42.6,$11.21B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sqm
SQNS,Sequans Communications S.A.,0.97,$91.75M,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/sqns
SR,Spire Inc.,77.94,$3.95B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sr
SRC,"Spirit Realty Capital, Inc.",39.31,$3.37B,2013,Consumer Services,Building operators,https://www.nasdaq.com/symbol/src
SRC^A,"Spirit Realty Capital, Inc.",22.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/src^a
SRE,Sempra Energy,117.75,$32.22B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre
SRE^A,Sempra Energy,102.05,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre^a
SRE^B,Sempra Energy,102.61,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sre^b
SRF,Cushing Energy Income Fund (The),7.53,$18.64M,2012,n/a,n/a,https://www.nasdaq.com/symbol/srf
SRG,Seritage Growth Properties,40.73,$2.28B,2015,Finance,Real Estate,https://www.nasdaq.com/symbol/srg
SRG^A,Seritage Growth Properties,23.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srg^a
SRI,"Stoneridge, Inc.",27.17,$773.92M,1997,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sri
SRLP,Sprague Resources LP,18.87,$428.99M,2013,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/srlp
SRT,"StarTek, Inc.",7.57,$283.33M,1997,Technology,Professional Services,https://www.nasdaq.com/symbol/srt
SRV,Cushing MLP & Infrastructure Total Return Fund,9.96,$67.07M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srv
SSD,"Simpson Manufacturing Company, Inc.",57.77,$2.63B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ssd
SSI,"Stage Stores, Inc.",0.9416,$26.64M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/ssi
SSL,Sasol Ltd.,31.06,$19.59B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ssl
SSTK,"Shutterstock, Inc.",39.79,$1.39B,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/sstk
SSW,Seaspan Corporation,8.86,$1.91B,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ssw
SSW^D,Seaspan Corporation,22.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^d
SSW^E,Seaspan Corporation,23.11,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^e
SSW^G,Seaspan Corporation,22.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^g
SSW^H,Seaspan Corporation,22.05,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^h
SSW^I,Seaspan Corporation,23.01,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^i
SSWA,Seaspan Corporation,24.6,n/a,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sswa
SSWN,Seaspan Corporation,25.16,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sswn
ST,Sensata Technologies Holding plc,48.74,$8B,2010,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/st
STAG,"Stag Industrial, Inc.",27.77,$3.02B,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stag
STAG^C,"Stag Industrial, Inc.",26.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stag^c
STAR          ,iStar Inc.,9.73,$661.52M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/star
STAR^D,iStar Inc.,25.1383,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/star^d
STAR^G,iStar Inc.,24.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/star^g
STAR^I,iStar Inc.,24.79,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/star^i
STC,Stewart Information Services Corporation,42.55,$1.01B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/stc
STE,STERIS plc,118.59,$10.03B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ste
STG,Sunlands Online Education Group,5.33,$920.77M,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/stg
